Concept Id,CPT Code,Clinician Descriptor Id,Clinician Descriptor
1021050,90832,10030119,Psychotherapy - 30 minutes
1021051,90833,10030120,Psychotherapy - 30 minutes with evaluation and management service
1021052,90834,10030121,Psychotherapy - 45 minutes
1021053,90836,10030122,"Psychotherapy - 45 minutes, with evaluation and management service"
1021054,90837,10030123,Psychotherapy - 60 minutes
1021055,90838,10030124,Psychotherapy - 60 minutes with evaluation and management service
1021056,90839,10016288,Psychotherapy for crisis - 60 minutes
1021057,90840,10016289,Psychotherapy for crisis - 30 minutes
1012717,90845,10016290,Psychoanalysis
1012718,90846,10016291,Family psychotherapy
1012719,90847,10016292,Family psychotherapy with patient present
1012720,90849,10016293,Multiple-family group psychotherapy
1012721,90853,10016294,Group psychotherapy other than of a multiple-family group
1021058,90863,10016295,Pharmacological management with psychotherapy service
1012725,90865,10016296,Narcosynthesis
1020572,90867,10016297,"Initial therapeutic repetitive transcranial magnetic stimulation treatment including cortical mapping, motor threshold determination, delivery and management"
1020573,90868,10016298,Subsequent delivery and management of therapeutic repetitive transcranial magnetic stimulation treatment
1020778,90869,10016299,Subsequent motor threshold re-determination with delivery and management of therapeutic repetitive transcranial magnetic stimulation treatment
1012727,90870,10016300,Electroconvulsive therapy with monitoring
1012729,90875,10016301,Individual psychophysiological therapy incorporating biofeedback training by any modality face-to-face with the patient with psychotherapy 20-30 minutes
1012730,90876,10016302,Individual psychophysiological therapy incorporating biofeedback training by any modality face-to-face with the patient with psychotherapy 45-50 minutes
1012731,90880,10016303,Hypnotherapy
1012732,90882,10016304,Environmental intervention for medical management purposes on a psychiatric patient's behalf with agencies
1012732,90882,10016305,Environmental intervention for medical management purposes on a psychiatric patient's behalf with employers
1012732,90882,10016306,Environmental intervention for medical management purposes on a psychiatric patient's behalf with institutions
1012733,90885,10016307,"Psychiatric evaluation of hospital records, other psychiatric reports, projective tests, and other accumulated data for medical diagnostic purposes"
1012733,90885,10016308,"Psychiatric evaluation of hospital records, other psychiatric reports, psychometric and projective tests, and other accumulated data for medical diagnostic purposes"
1012733,90885,10016309,"Psychiatric evaluation of hospital records, other psychiatric reports, psychometric tests, and other accumulated data for medical diagnostic purposes"
1012734,90887,10016310,Explanation of results
1012734,90887,10016311,Interpretation of results
1012735,90889,10016312,Preparation of report
1012736,90899,10016313,Psychiatric procedure
1012736,90899,10016314,Psychiatric service
1012738,90901,10016315,Biofeedback training by any modality
1035547,90912,10031870,"Biofeedback training of anorectal sphincter, including EMG and manometry; initial 15 minutes of one-on-one health care professional contact with patient"
1035547,90912,10031871,"Biofeedback training of anorectal sphincter, including EMG; initial 15 minutes of one-on-one health care professional contact with patient"
1035547,90912,10031872,"Biofeedback training of anorectal sphincter, including manometry; initial 15 minutes of one-on-one health care professional contact with patient"
1035547,90912,10031873,"Biofeedback training of anorectal sphincter, initial 15 minutes of one-on-one health care professional contact with patient"
1035547,90912,10031874,"Biofeedback training of perineal muscles, including EMG and manometry; initial 15 minutes of one-on-one health care professional contact with patient"
1035547,90912,10031875,"Biofeedback training of perineal muscles, including EMG; initial 15 minutes of one-on-one health care professional contact with patient"
1035547,90912,10031876,"Biofeedback training of perineal muscles, including manometry; initial 15 minutes of one-on-one health care professional contact with patient"
1035547,90912,10031877,Biofeedback training of perineal muscles; initial 15 minutes of one-on-one health care professional contact with patient
1035547,90912,10031878,"Biofeedback training of urethral sphincter, including EMG and manometry; initial 15 minutes of one-on-one health care professional contact with patient"
1035547,90912,10031879,"Biofeedback training of urethral sphincter, including EMG; initial 15 minutes of one-on-one health care professional contact with patient"
1035547,90912,10031880,"Biofeedback training of urethral sphincter, including manometry; initial 15 minutes of one-on-one health care professional contact with patient"
1035547,90912,10031881,Biofeedback training of urethral sphincter; initial 15 minutes of one-on-one health care professional contact with patient
1035548,90913,10031882,"Biofeedback training of anorectal sphincter, each additional 15 minutes of one-on-one health care professional contact with patient"
1035548,90913,10031883,"Biofeedback training of anorectal sphincter, including EMG and manometry; each additional 15 minutes of one-on-one health care professional contact with patient"
1035548,90913,10031884,"Biofeedback training of anorectal sphincter, including EMG; each additional 15 minutes of one-on-one health care professional contact with patient"
1035548,90913,10031885,"Biofeedback training of anorectal sphincter, including manometry; each additional 15 minutes of one-on-one health care professional contact with patient"
1035548,90913,10031886,"Biofeedback training of perineal muscles, including EMG and manometry; each additional 15 minutes of one-on-one health care professional contact with patient"
1035548,90913,10031887,"Biofeedback training of perineal muscles, including EMG; each additional 15 minutes of one-on-one health care professional contact with patient"
1035548,90913,10031888,"Biofeedback training of perineal muscles, including manometry; each additional 15 minutes of one-on-one health care professional contact with patient"
1035548,90913,10031889,Biofeedback training of perineal muscles; each additional 15 minutes of one-on-one health care professional contact with patient
1035548,90913,10031890,"Biofeedback training of urethral sphincter, including EMG andmanometry; each additional 15 minutes of one-on-one health care professional contact with patient"
1035548,90913,10031891,"Biofeedback training of urethral sphincter, including EMG; each additional 15 minutes of one-on-one health care professional contact with patient"
1035548,90913,10031892,"Biofeedback training of urethral sphincter, including manometry; each additional 15 minutes of one-on-one health care professional contact with patient"
1035548,90913,10031893,Biofeedback training of urethral sphincter; each additional 15 minutes of one-on-one health care professional contact with patient
1012753,90935,10016325,Hemodialysis procedure with single physician evaluation
1012754,90937,10016326,Hemodialysis procedure requiring repeated evaluations
1012754,90937,10016327,Hemodialysis procedure requiring repeated evaluations with substantial revision of dialysis prescription
1012756,90940,10016328,Hemodialysis access flow study
1012758,90945,10016329,Dialysis procedure other than hemodialysis with single physician evaluation
1012759,90947,10016330,Dialysis procedure other than hemodialysis requiring repeated physician evaluations
1012759,90947,10016331,"Dialysis procedure other than hemodialysis requiring repeated physician evaluations, with substantial revision of dialysis prescription"
1019050,90951,10016332,"ESRD related monthly services with monitoring for the adequacy of nutrition, assessment of growth and development, and counseling of parents"
1019052,90952,10016333,"ESRD related monthly services with monitoring for the adequacy of nutrition, assessment of growth and development, and counseling of parents"
1019053,90953,10016334,"ESRD related monthly services with monitoring for the adequacy of nutrition, assessment of growth and development, and counseling of parents"
1019054,90954,10016335,"ESRD related monthly services with monitoring for the adequacy of nutrition, assessment of growth and development, and counseling of parents"
1019055,90955,10016336,"ESRD related monthly services with monitoring for the adequacy of nutrition, assessment of growth and development, and counseling of parents"
1019056,90956,10016337,"ESRD related monthly services with monitoring for the adequacy of nutrition, assessment of growth and development, and counseling of parents"
1019057,90957,10016338,"ESRD related monthly services with monitoring for the adequacy of nutrition, assessment of growth and development, and counseling of parents"
1019058,90958,10016339,"ESRD related monthly services with monitoring for the adequacy of nutrition, assessment of growth and development, and counseling of parents"
1019059,90959,10016340,"ESRD related monthly services with monitoring for the adequacy of nutrition, assessment of growth and development, and counseling of parents"
1019060,90960,10016341,ESRD related monthly services
1019061,90961,10016342,ESRD related monthly services
1019062,90962,10016343,ESRD related monthly services
1019063,90963,10016344,"ESRD related monthly services with monitoring for the adequacy of nutrition, assessment of growth and development, and counseling of parents"
1019064,90964,10016345,"ESRD related monthly services with monitoring for the adequacy of nutrition, assessment of growth and development, and counseling of parents"
1019065,90965,10016346,"ESRD related monthly services with monitoring for the adequacy of nutrition, assessment of growth and development, and counseling of parents"
1019066,90966,10016347,ESRD related monthly services
1019067,90967,10016348,ESRD related services less than a full month of service
1019068,90968,10016349,ESRD related services less than a full month of service
1019069,90969,10016350,ESRD related services less than a full month of service
1019070,90970,10016351,ESRD related services less than a full month of service
1012760,90989,10016352,Dialysis training
1012761,90993,10016353,Dialysis training
1012762,90997,10016354,Hemoperfusion
1012763,90999,10016355,Inpatient dialysis procedure
1012763,90999,10016356,Outpatient dialysis procedure
1012766,91010,10016357,Gastroesophageal junction study with interpretation and report
1012766,91010,10016358,Manometric study of the esophagus and gastroesophageal junction study with interpretation and report
1012766,91010,10016359,Manometric study of the esophagus with interpretation and report
1020402,91013,10016360,Gastroesophageal junction study with interpretation and report with stimulation or perfusion
1020402,91013,10016361,Manometric study of the esophagus and gastroesophageal junction study with interpretation and report with stimulation or perfusion
1020402,91013,10016362,Manometric study of the esophagus with interpretation and report with stimulation or perfusion
1012769,91020,10016363,Gastric manometric studies
1012770,91022,10016364,Duodenal manometric study
1012771,91030,10016365,Acid perfusion test for esophagitis
1012773,91034,10016366,"Gastroesophageal reflux test of esophagus with nasal catheter pH electrodes placement, recording, analysis and interpretation"
1012774,91035,10016367,"Gastroesophageal reflux test of esophagus with mucosal attached telemetry pH electrode placement, recording, analysis and interpretation"
1012775,91037,10016368,"Gastroesophageal reflux test of esophagus with nasal catheter intraluminal impedance electrodes placement, recording, analysis and interpretation"
1012776,91038,10016369,"Gastroesophageal reflux test of esophagus with nasal catheter intraluminal impedance electrodes placement, recording, analysis and interpretation"
1012777,91040,10016370,Esophageal balloon distension provocation study
1012781,91065,10016371,Breath hydrogen test
1012784,91110,10016372,"Intraluminal gastrointestinal tract imaging of esophagus through ileum, with physician interpretation and report"
1014857,91111,10016373,Intraluminal gastrointestinal tract imaging of esophagus with physician interpretation and report
1021059,91112,10016374,Gastrointestinal tract transit and pressure measurement from stomach to colon with physician interpretation and report
1020403,91117,10016375,Colon manometric study with provocation tests with interpretation and report
1012785,91120,10016376,"Rectal sensation, tone, and compliance test"
1012786,91122,10016377,Anorectal manometry
1012789,91132,10016378,Diagnostic transcutaneous electrogastrography
1012790,91133,10016379,Diagnostic transcutaneous electrogastrography with provocative testing
1021787,91200,10029364,Elastography of liver using mechanically induced shear wave with interpretation and report
1012792,91299,10016380,Diagnostic gastroenterology procedure
1012797,92002,10016381,New patient ophthalmological intermediate medical examination and initiation of diagnostic and treatment program
1012798,92004,10016382,New patient ophthalmological comprehensive medical examination and initiation of diagnostic and treatment program
1012801,92012,10016383,Established patient ophthalmological intermediate medical examination and initiation of diagnostic and treatment program
1012802,92014,10016384,Established patient ophthalmological comprehensive medical examination and initiation of diagnostic and treatment program
1012804,92015,10016385,Determination of refractive state
1012806,92018,10016386,Ophthalmological examination and evaluation under general anesthesia
1012806,92018,10016387,Ophthalmological examination and evaluation under general anesthesia with manipulation of globe for passive range of motion or other manipulation
1012806,92018,10016388,Ophthalmological examination and evaluation under general anesthesia with or other manipulation
1012807,92019,10016389,Ophthalmological examination and evaluation under general anesthesia
1012807,92019,10016390,Ophthalmological examination and evaluation under general anesthesia with manipulation of globe for passive range of motion or other manipulation
1012807,92019,10016391,Ophthalmological examination and evaluation under general anesthesia with or other manipulation
1012808,92020,10016392,Gonioscopy
1014881,92025,10016393,Bilateral computerized corneal topography with interpretation and report
1014881,92025,10016394,Unilateral computerized corneal topography with interpretation and report
1012809,92060,10016395,Sensorimotor examination with multiple measurements of ocular deviation with interpretation and report
1012810,92065,10016396,Orthoptic and pleoptic training with continuing medical direction and evaluation
1012810,92065,10016397,Orthoptic training with continuing medical direction and evaluation
1012810,92065,10016398,Pleoptic training with continuing medical direction and evaluation
1020779,92071,10016399,Fitting of contact lens
1020780,92072,10016400,Fitting of contact lens initial fitting
1012813,92081,10016401,Bilateral visual field examination with interpretation and report
1012813,92081,10016402,Unilateral visual field examination with interpretation and report
1012814,92082,10016403,Bilateral visual field examination with interpretation and report
1012814,92082,10016404,Unilateral visual field examination with interpretation and report
1012815,92083,10016405,Bilateral visual field examination with interpretation and report
1012815,92083,10016406,Unilateral visual field examination with interpretation and report
1012816,92100,10016407,Serial tonometry with multiple measurements of intraocular pressure over an extended time period with interpretation and report
1020404,92132,10016408,Bilateral scanning computerized ophthalmic diagnostic imaging of anterior segment with interpretation and report
1020404,92132,10016409,Unilateral scanning computerized ophthalmic diagnostic imaging of anterior segment with interpretation and report
1020405,92133,10016410,Bilateral scanning computerized ophthalmic diagnostic imaging of optic nerve with interpretation and report
1020405,92133,10016411,Unilateral scanning computerized ophthalmic diagnostic imaging of optic nerve with interpretation and report
1020406,92134,10016412,Bilateral scanning computerized ophthalmic diagnostic imaging of retina with interpretation and report
1020406,92134,10016413,Unilateral scanning computerized ophthalmic diagnostic imaging of retina with interpretation and report
1012820,92136,10016414,Ophthalmic biometry by partial coherence interferometry with intraocular lens power calculation
1021788,92145,10029365,Detection of bilateral corneal hysteresis using air impulse stimulation with interpretation and report
1021788,92145,10029366,Detection of unilateral corneal hysteresis using air impulse stimulation with interpretation and report
1035549,92201,10031894,"Bilateral extended ophthalmoscopy with drawing of optic nerve, with interpretation and report"
1035549,92201,10031895,"Bilateral extended ophthalmoscopy with drawing of retina and depression of sclera for evaluation of peripheral retina, with interpretation and report"
1035549,92201,10031896,"Unilateral extended ophthalmoscopy with drawing of retina and depression of sclera for evaluation of peripheral retina, with interpretation and report"
1035550,92202,10031897,Bilateral extended ophthalmoscopy with drawing of optic macula with interpretation and report
1035550,92202,10031898,"Bilateral extended ophthalmoscopy with drawing of optic nerve, with interpretation and report"
1035550,92202,10031899,"Unilateral extended ophthalmoscopy with drawing of macula, with interpretation and report"
1035550,92202,10031900,"Unilateral extended ophthalmoscopy with drawing of optic nerve, with interpretation and report"
1020407,92227,10016418,Bilateral remote imaging with analysis and report under physician supervision
1020407,92227,10016419,Unilateral remote imaging with analysis and report under physician supervision
1020408,92228,10016420,"Bilateral remote imaging with physician review, interpretation and report"
1020408,92228,10016421,"Unilateral remote imaging with physician review, interpretation and report"
1012826,92230,10016422,Fluorescein angioscopy with interpretation and report
1012827,92235,10030125,Bilateral fluorescein angiography with interpretation and report
1012827,92235,10030126,Fluorescein angiography
1012827,92235,10030127,Unilateral fluorescein angiography with interpretation and report
1012828,92240,10030128,Bilateral indocyanine-green angiography with interpretation and report
1012828,92240,10030129,Indocyanine-green angiography with interpretation and report
1012828,92240,10030130,Unilateral indocyanine-green angiography imaging with interpretation and report
1029631,92242,10030131,Bilateral fluorescein and indocyanine-green angiography with interpretation and report
1029631,92242,10030132,Fluorescein and indocyanine-green angiography including multiframe imaging with interpretation and report
1029631,92242,10030133,Unilateral fluorescein and indocyanine-green angiography with interpretation and report
1012829,92250,10016425,Fundus photography with interpretation and report
1012830,92260,10016426,Ophthalmodynamometry
1012832,92265,10016427,Needle oculoelectromyography extraocular muscles of eyes with interpretation and report
1012833,92270,10016428,Electro-oculography with interpretation and report
1035064,92273,10030799,Full field electroretinography with interpretation and report
1035065,92274,10030800,Multifocal electroretinography with interpretation and report
1012835,92283,10016430,Color vision examination
1012836,92284,10016431,Dark adaptation examination with interpretation and report
1012837,92285,10016432,External ocular photography with interpretation and report
1012839,92286,10016433,Special anterior segment photography with specular endothelial microscopy and cell count with interpretation and report
1012840,92287,10016434,Special anterior segment photography with fluorescein angiography and interpretation and report
1012843,92310,10016435,Prescription of optical and physical characteristics of and fitting of contact lens
1012844,92311,10016436,Prescription of optical and physical characteristics of and fitting of contact lens
1012845,92312,10016437,Prescription of optical and physical characteristics of and fitting of contact lens
1012846,92313,10016438,Prescription of optical and physical characteristics of and fitting of contact lens
1012848,92314,10016439,Prescription of optical and physical characteristics of and fitting of contact lens
1012849,92315,10016440,Prescription of optical and physical characteristics of and fitting of contact lens
1012850,92316,10016441,Prescription of optical and physical characteristics of and fitting of contact lens
1012851,92317,10016442,Prescription of optical and physical characteristics of and fitting of contact lens
1012852,92325,10016443,Modification of contact lens with medical supervision of adaptation
1012853,92326,10016444,Replacement of contact lens
1012856,92340,10016445,Fitting of spectacles
1012857,92341,10016446,Fitting of spectacles
1012858,92342,10016447,Fitting of spectacles
1012860,92352,10016448,Fitting of spectacle prosthesis
1012861,92353,10016449,Fitting of spectacle prosthesis
1012863,92354,10016450,Fitting of spectacle prosthesis
1012864,92355,10016451,Fitting of spectacle prosthesis
1012865,92358,10016452,Temporary prosthesis service for aphakia
1012867,92370,10016453,Repair and refitting spectacles
1012868,92371,10016454,Repair and refitting spectacles
1012870,92499,10016455,Ophthalmological service or procedure
1012872,92502,10016456,Otolaryngologic examination under general anesthesia
1012873,92504,10016457,Binocular microscopy
1012876,92507,10016461,Treatment of auditory processing
1012876,92507,10016462,"Treatment of speech, language, voice, communication"
1012876,92507,10016463,"Treatment of speech, language, voice, communication, and auditory processing"
1012876,92507,10016464,"Treatment of speech, language, voice, communication, and/or auditory processing disorder; individual"
1012877,92508,10016465,Treatment of auditory processing
1012877,92508,10016466,"Treatment of speech, language, voice, communication"
1012877,92508,10016467,"Treatment of speech, language, voice, communication, and auditory processing"
1012877,92508,10016468,"Treatment of speech, language, voice, communication, and/or auditory processing disorder; individual"
1012878,92511,10016469,Nasopharyngoscopy with endoscope
1012879,92512,10016470,Nasal function studies
1012880,92516,10016471,Facial nerve function studies
1012881,92520,10016472,Laryngeal function studies
1021350,92521,10024078,Evaluation of speech fluency
1021351,92522,10024079,Evaluation of sound production
1021352,92523,10024080,Evaluation of sound production with evaluation of language comprehension and expression
1021353,92524,10024081,Behavioral and qualitative analysis of voice and resonance
1012882,92526,10016473,Treatment of oral function for feeding
1012882,92526,10016474,Treatment of swallowing dysfunction
1012882,92526,10016475,Treatment of swallowing dysfunction and oral function for feeding
1012884,92531,10016476,Spontaneous nystagmus test
1012885,92532,10016477,Positional nystagmus test
1012886,92533,10016478,Caloric vestibular test
1012887,92534,10016479,Optokinetic nystagmus test
1027782,92537,10029811,Caloric vestibular test
1027783,92538,10029812,Caloric vestibular test
1020060,92540,10016480,Basic vestibular evaluation
1012889,92541,10016481,Spontaneous nystagmus test
1012890,92542,10016482,Positional nystagmus test
1012892,92544,10016484,Optokinetic nystagmus test
1012893,92545,10016485,Oscillating tracking test
1012894,92546,10016486,Sinusoidal vertical axis rotational testing
1012895,92547,10016487,Use of vertical electrodes
1012896,92548,10031498,"Computerized dynamic posturography sensory organization test, including interpretation and report"
1035551,92549,10031901,"Computerized dynamic posturography sensory organization test with motor control test and adaptation test, including interpretation and report"
1020061,92550,10016489,Tympanometry and reflex threshold measurements
1012898,92551,10016490,Pure tone screening test
1012900,92552,10016491,Pure tone audiometry test
1012901,92553,10016492,Pure tone audiometry test
1012902,92555,10016493,Speech audiometry threshold
1012903,92556,10016494,Speech audiometry threshold with speech recognition
1012904,92557,10016495,Comprehensive audiometry threshold evaluation and speech recognition
1020781,92558,10016496,Evoked otoacoustic emissions screening
1012905,92559,10016497,Audiometric testing of groups
1012907,92560,10016498,Bekesy audiometry screening
1012908,92561,10016499,Bekesy audiometry diagnostic test
1012909,92562,10016500,Loudness balance test
1012910,92563,10016501,Tone decay test
1012911,92564,10016502,Short increment sensitivity index
1012912,92565,10016503,Stenger pure tone test
1012913,92567,10016504,Tympanometry
1012914,92568,10016505,Acoustic reflex testing
1020062,92570,10016506,"Acoustic immittance testing, includes tympanometry, acoustic reflex threshold testing, and acoustic reflex decay testing"
1012916,92571,10016507,Filtered speech test
1012917,92572,10016508,Staggered spondaic word test
1012919,92575,10016509,Sensorineural acuity level test
1012920,92576,10016510,Synthetic sentence identification test
1012921,92577,10016511,Stenger speech test
1012922,92579,10016512,Visual reinforcement audiometry
1012923,92582,10016513,Conditioning play audiometry
1012924,92583,10016514,Select picture audiometry
1012925,92584,10016515,Electrocochleography
1012927,92585,10016516,Auditory evoked potentials for evoked response audiometry
1012927,92585,10016517,Auditory evoked potentials for evoked response audiometry and testing of the central nervous system
1012927,92585,10016518,Auditory evoked potentials for testing of the central nervous system
1012928,92586,10016519,Auditory evoked potentials for evoked response audiometry
1012928,92586,10016520,Auditory evoked potentials for evoked response audiometry and testing of the central nervous system
1012928,92586,10016521,Auditory evoked potentials for testing of the central nervous system
1012930,92587,10016522,Distortion product evoked otoacoustic emissions with interpretation and report
1012931,92588,10016523,Distortion product evoked otoacoustic emissions with interpretation and report
1012933,92590,10016524,Hearing aid examination and selection
1012934,92591,10016525,Hearing aid examination and selection
1012936,92592,10016526,Hearing aid check
1012937,92593,10016527,Hearing aid check
1012939,92594,10016528,Electroacoustic evaluation for hearing aid
1012940,92595,10016529,Electroacoustic evaluation for hearing aid
1012941,92596,10016530,Ear protector attenuation measurements
1012942,92597,10016531,Evaluation for fitting of voice prosthetic device to supplement oral speech
1012942,92597,10016532,Evaluation for use and fitting of voice prosthetic device to supplement oral speech
1012942,92597,10016533,Evaluation for use of voice prosthetic device to supplement oral speech
1012945,92601,10016534,Diagnostic analysis of cochlear implant with programming
1012946,92602,10016535,Diagnostic analysis of cochlear implant with subsequent programming
1012948,92603,10016536,Diagnostic analysis of cochlear implant with programming
1012949,92604,10016537,Diagnostic analysis of cochlear implant with subsequent programming
1012950,92605,10016538,"Evaluation for prescription of non-speech-generating augmentative and alternative communication device, face-to-face with the patient"
1020782,92618,10016558,"Evaluation for prescription of non-speech-generating augmentative and alternative communication device, face-to-face with the patient"
1012951,92606,10016539,Therapeutic services for the use of non-speech-generating device including programming and modification
1012953,92607,10016540,"Evaluation for prescription for speech-generating augmentative and alternative communication device, face-to-face with the patient"
1012954,92608,10016541,"Evaluation for prescription for speech-generating augmentative and alternative communication device, face-to-face with the patient"
1012955,92609,10016542,"Therapeutic services for the use of speech-generating device, including programming and modification"
1012956,92610,10016543,Evaluation of oral and pharyngeal swallowing function
1012957,92611,10016544,Motion fluoroscopic evaluation of swallowing function by cine recording
1012957,92611,10016545,Motion fluoroscopic evaluation of swallowing function by video recording
1012958,92612,10016546,Flexible fiberoptic endoscopic evaluation of swallowing by cine recording
1012958,92612,10016547,Flexible fiberoptic endoscopic evaluation of swallowing by video recording
1012959,92613,10030134,Interpretation and report only of flexible fiberoptic endoscopic evaluation of swallowing by cine recording
1012959,92613,10030135,Interpretation and report only of flexible fiberoptic endoscopic evaluation of swallowing by video recording
1012960,92614,10016550,"Flexible fiberoptic endoscopic evaluation, laryngeal sensory testing by cine recording"
1012960,92614,10016551,"Flexible fiberoptic endoscopic evaluation, laryngeal sensory testing by video recording"
1012961,92615,10030136,"Interpretation and report only of flexible fiberoptic endoscopic evaluation, laryngeal sensory testing by cine recording"
1012961,92615,10030137,"Interpretation and report only of flexible fiberoptic endoscopic evaluation, laryngeal sensory testing by video recording"
1012962,92616,10016554,Flexible fiberoptic endoscopic evaluation of swallowing and laryngeal sensory testing by cine recording
1012962,92616,10016555,Flexible fiberoptic endoscopic evaluation of swallowing and laryngeal sensory testing by video recording
1012963,92617,10030138,Interpretation and report only of flexible fiberoptic endoscopic evaluation of swallowing and laryngeal sensory testing by cine recording
1012963,92617,10030139,Interpretation and report only of flexible fiberoptic endoscopic evaluation of swallowing and laryngeal sensory testing by video recording
1012965,92620,10016559,Evaluation of central auditory function
1012966,92621,10016560,Evaluation of central auditory function
1012967,92625,10016561,"Assessment of tinnitus includes pitch, loudness matching, and masking"
1014041,92626,10031503,"Evaluation of auditory function for surgically implanted device candidacy, first hour"
1012969,92627,10031499,"Evaluation of auditory function for postoperative status of surgically implanted device, first hour"
1014042,92630,10016564,Auditory rehabilitation
1012971,92633,10016565,Auditory rehabilitation
1014858,92640,10016566,Diagnostic analysis with programming of auditory brainstem implant
1012973,92700,10016567,Otorhinolaryngological service or procedure
1021060,92920,10016568,Percutaneous transluminal coronary angioplasty
1021061,92921,10016569,Percutaneous transluminal coronary angioplasty
1021062,92924,10016570,Percutaneous transluminal coronary atherectomy
1021062,92924,10016571,Percutaneous transluminal coronary atherectomy with angioplasty
1021063,92925,10016572,Percutaneous transluminal coronary atherectomy
1021063,92925,10016573,Percutaneous transluminal coronary atherectomy with angioplasty
1021064,92928,10016574,Percutaneous transcatheter insertion of stent
1021064,92928,10016575,Percutaneous transcatheter insertion of stent with coronary angioplasty
1021065,92929,10016576,Percutaneous transcatheter insertion of stent
1021065,92929,10016577,Percutaneous transcatheter insertion of stent with coronary angioplasty
1021066,92933,10016578,Percutaneous transluminal coronary atherectomy with angioplasty and insertion of stent
1021066,92933,10016579,Percutaneous transluminal coronary atherectomy with insertion of stent
1021067,92934,10016580,Percutaneous transluminal coronary atherectomy with angioplasty and insertion of stent
1021067,92934,10016581,Percutaneous transluminal coronary atherectomy with insertion of stent
1021068,92937,10016582,Percutaneous transluminal revascularization of coronary artery with angioplasty
1021068,92937,10016583,Percutaneous transluminal revascularization of coronary artery with angioplasty and insertion of stent
1021068,92937,10016584,Percutaneous transluminal revascularization of coronary artery with atherectomy
1021068,92937,10016585,Percutaneous transluminal revascularization of coronary artery with atherectomy and insertion of stent
1021068,92937,10016586,"Percutaneous transluminal revascularization of coronary artery with atherectomy, angioplasty and insertion of stent"
1021068,92937,10016587,Percutaneous transluminal revascularization of coronary artery with insertion of stent
1021069,92938,10016588,Percutaneous transluminal revascularization of coronary artery bypass graft with angioplasty and insertion of stent
1021069,92938,10016589,Percutaneous transluminal revascularization of coronary artery bypass graft with atherectomy and insertion of stent
1021069,92938,10016590,"Percutaneous transluminal revascularization of coronary artery bypass graft with atherectomy, angioplasty and insertion of stent"
1021070,92941,10016591,"Percutaneous transluminal revascularization of coronary artery bypass graft with atherectomy, angioplasty and insertion of stent"
1021070,92941,10016592,"Percutaneous transluminal revascularization of coronary artery with atherectomy, angioplasty and insertion of stent"
1021071,92943,10016593,"Percutaneous transluminal revascularization of coronary artery branch with atherectomy, angioplasty and insertion of stent"
1021071,92943,10016594,"Percutaneous transluminal revascularization of coronary artery bypass graft with atherectomy, angioplasty and insertion of stent"
1021071,92943,10016595,"Percutaneous transluminal revascularization of coronary artery with atherectomy, angioplasty and insertion of stent"
1021072,92944,10016596,"Percutaneous transluminal revascularization of coronary artery branch with atherectomy, angioplasty and insertion of stent"
1021072,92944,10016597,"Percutaneous transluminal revascularization of coronary artery bypass graft with atherectomy, angioplasty and insertion of stent"
1021072,92944,10016598,"Percutaneous transluminal revascularization of coronary artery with atherectomy, angioplasty and insertion of stent"
1012984,92973,10016605,Percutaneous transluminal coronary thrombectomy
1012985,92974,10016606,Transcatheter placement of radiation delivery device for subsequent coronary intravascular brachytherapy
1012987,92975,10016607,"Coronary thrombolysis by intracoronary infusion, including selective coronary angiography"
1012988,92977,10016608,Coronary thrombolysis by intravenous infusion
1012990,92978,10016610,"Intravascular ultrasound during diagnostic evaluation including imaging supervision, interpretation and report"
1012990,92978,10030140,"Intravascular ultrasound of coronary graft during diagnostic evaluation and therapeutic intervention, including imaging supervision, interpretation and report"
1012990,92978,10030141,"Intravascular ultrasound of coronary graft during diagnostic evaluation, including imaging supervision, interpretation and report"
1012990,92978,10030142,"Intravascular ultrasound of coronary graft during therapeutic intervention, including imaging supervision, interpretation and report"
1012990,92978,10030143,"Intravascular ultrasound of coronary vessel during diagnostic evaluation and therapeutic intervention, including imaging supervision, interpretation and report"
1012990,92978,10030144,"Intravascular ultrasound of coronary vessel during diagnostic evaluation, including imaging supervision, interpretation and report"
1012990,92978,10030145,"Intravascular ultrasound of coronary vessel during therapeutic intervention, including imaging supervision, interpretation and report"
1012991,92979,10030146,"Intravascular ultrasound of coronary graft during diagnostic evaluation and therapeutic intervention including imaging supervision, interpretation and report"
1012991,92979,10030147,"Intravascular ultrasound of coronary graft during diagnostic evaluation including imaging supervision, interpretation and report"
1012991,92979,10030148,"Intravascular ultrasound of coronary graft during therapeutic intervention including imaging supervision, interpretation and report"
1012991,92979,10030149,"Intravascular ultrasound of coronary vessel during diagnostic evaluation and therapeutic intervention including imaging supervision, interpretation and report"
1012991,92979,10030150,"Intravascular ultrasound of coronary vessel during diagnostic evaluation including imaging supervision, interpretation and report"
1012991,92979,10030151,"Intravascular ultrasound of coronary vessel during therapeutic intervention including imaging supervision, interpretation and report"
1012976,92950,10016599,Cardiopulmonary resuscitation
1012977,92953,10016600,Temporary transcutaneous pacing
1012979,92960,10016601,"Cardioversion, elective, electrical conversion of arrhythmia"
1012980,92961,10016602,"Cardioversion, elective, electrical conversion of arrhythmia"
1012982,92970,10016603,Cardioassist-method of circulatory assist
1012983,92971,10016604,Cardioassist-method of circulatory assist
1012999,92986,10016615,Percutaneous balloon valvuloplasty of aortic valve
1013000,92987,10016616,Percutaneous balloon valvuloplasty of mitral valve
